Virksomhedsnr.;Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
2398;Gode;22;18-06-1971;259900;Fremstilling af andre færdige metalprodukter i.a.n.;;5829;6002;3302;3296;3236;;2620;2398;564;1486;868;;7329;6974;6202;4796;4156;;2225;3511;3746;2859;3454;;5067;4065;4751;3765;4109;;14845;14767;14890;11618;11958;;7,96;22,23;21,33;12,74;9,73;;174,13;189,72;155,21;170,39;152,49;;49,37;47,23;41,65;41,28;34,75;;11,28;35,45;38,79;22,08;19,2
2521;Gode;22;28-01-2008;432100;El-installation;;3902;3835;3394;2633;1574;;2477;11;733;29;37;;7527;5560;4819;4058;2574;;;;0;80;159;;8845;5202;3990;6181;5972;;16371;10762;8810;10329;9238;;24,22;18,31;22,83;19,83;12,04;;160,84;168,69;184,91;137,28;115,66;;45,98;51,66;54,7;39,29;27,86;;40,75;27,63;32,41;37,04;30,03
2537;Gode;22;02-01-1993;329900;Anden fremstillingsvirksomhed i.a.n.;;10431;10269;9900;9311;8911;;44;5;1903;1380;157;;12131;11969;11900;11011;10911;;829;71;;;;;3481;4424;3511;3230;3030;;16619;16654;15583;14427;14132;;10,49;12,16;17,26;14,21;18,51;;350,47;268,4;310,74;299,69;288,48;;72,99;71,87;76,37;76,32;77,21;;11,22;13,11;17,55;14,53;18,58
2538;Gode;22;26-06-2001;522920;Speditører;;2167;545;466;386;149;;6048;3275;1959;2815;2236;;2667;3145;2466;1286;1049;;1132;393;;;0;;12809;12165;8670;8906;9015;;16628;15771;11248;10347;10212;;13,36;18,06;18,42;9,31;5,67;;125,57;122,89;117,2;101,07;91,67;;16,04;19,94;21,92;12,43;10,27;;60,82;69,28;64,07;49,53;35,84
2541;Gode;22;03-01-1977;256100;Overfladebehandling af metal;;5491;8297;7677;6788;8956;;5086;0;2250;413;2764;;12491;9297;9677;12788;9956;;0;340;;;;;3539;9553;11098;7895;3884;;16651;19827;21424;21152;13841;;24,75;4,32;11,94;17,15;56,12;;236,45;103,57;99,19;112,12;313,49;;75,02;46,89;45,17;60,46;71,93;;25,56;6,67;19,52;22,15;60,83
2567;Gode;22;29-12-1981;281200;Fremstilling af hydraulisk udstyr;;9142;8207;6835;5127;2637;;2489;963;663;251;11;;9942;10007;7635;5927;5638;;1604;1429;1279;0;2562;;5246;3119;4249;6539;3572;;17045;14820;13420;12650;12710;;7,77;20,61;16,89;26,89;14,56;;225,45;312,12;196,66;140,8;161,06;;58,33;67,52;56,89;46,85;44,36;;9,4;23,69;22,37;42,01;21,99
2579;Gode;22;30-06-2004;310200;Fremstilling af køkkenmøbler;;1996;701;2075;1771;1280;;4259;250;0;30;1892;;2722;1201;2795;3071;2280;;185;139;198;321;718;;13979;8465;3795;3882;4050;;17268;9804;6984;7450;7205;;12,07;-14,87;11,33;24,21;18,86;;83,57;69,63;127,09;128,26;109,6;;15,76;12,25;40,02;41,22;31,64;;55,91;;18,78;42,01;39,12
2613;Gode;22;27-03-2006;494100;Vejgodstransport;2011;1530;1462;1417;1377;1259;;0;2186;2445;0;376;3136;2455;2387;2242;2102;1984;4066;2574;2741;2509;;;18589;12736;15818;13256;12572;12800;25961;17879;21016;18039;14760;14801;8,21;7,25;6,16;5,81;6,77;9,9;105,87;109,23;107,92;113,47;116,09;113,97;12,08;13,73;11,36;12,43;14,24;13,4;47,23;35,36;35,4;33,01;34,11;54,79
2665;Gode;22;05-07-2002;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;3913;4195;3480;4483;3919;;367;407;109;410;196;;10238;8517;9080;7783;6119;;1749;856;901;;;;6481;12447;12283;11873;11751;;18698;22056;22297;19680;17932;;33,61;26,69;23,86;22,7;21,48;;259,76;164,36;175,97;156,45;141,91;;54,75;38,62;40,72;39,55;34,12;;46,1;52,11;44,02;41,94;46,66
2678;Gode;22;01-07-2001;331200;Reparation af maskiner;;6254;6220;6168;8512;8433;;;;;;;;8774;8228;8476;10620;10641;;834;358;0;1636;1832;;9315;9694;10093;9355;8965;;18940;18301;18579;21802;21612;;12,29;10,91;12,86;10,32;10,98;;199,04;187,26;183,23;185,69;189,22;;46,33;44,96;45,62;48,71;49,24;;22,18;17,65;20,91;14,87;15,66
2701;Gode;22;15-08-1986;222100;Fremstilling af plader, ark, rør og slanger samt profiler af plast;;12105;11897;12950;13883;13064;;6492;9376;12550;8971;8199;;16605;19397;23450;22383;18564;;178;95;;;;;2108;2490;3561;3511;2477;;19355;22505;27550;26393;21394;;27,99;33,99;42,32;42,72;37,46;;603,32;594,82;538,47;499,43;580,74;;85,79;86,19;85,12;84,81;86,77;;25,34;30,66;38,66;39,4;33,38
2709;Gode;22;26-11-1985;432200;VVS- og blikkenslagerforretninger;;5683;5788;6005;5504;5345;;3375;3723;2344;1509;108;;11283;9188;7905;6404;6245;;;;;;;;8126;3878;4289;3593;3438;;19485;13178;12332;10131;9828;;33,82;27,29;20,94;8,49;4,2;;203,7;262,92;208,42;191,26;183,57;;57,91;69,72;64,1;63,21;63,54;;45,16;30,29;25,31;10,29;5,04
2717;Gode;22;01-01-2002;251100;Fremstilling af metalkonstruktioner og dele heraf;2573;3931;3871;3871;3823;3759;3766;2617;247;1188;942;509;10373;9331;8571;8371;7623;7359;1060;791;;;;;10443;9008;4923;5544;5079;4837;22315;19599;13894;14292;13007;12606;32,53;31,39;37,35;34,54;31,27;30,8;197,85;204,04;256,39;230,86;231,58;228,96;46,48;47,61;61,69;58,57;58,61;58,38;57,28;53,16;49;48,36;44,13;42,23
2718;Gode;22;31-01-2007;310900;Fremstilling af andre møbler;;7117;6813;7823;4521;3073;;11766;3802;400;2689;2149;;15017;7313;8323;6321;6973;;241;164;;;;;4375;5308;2356;6683;4931;;19632;12784;10679;13004;11905;;49,8;44,26;38,92;27,04;21,86;;434,35;229,43;410,7;177,39;210,59;;76,49;57,2;77,94;48,61;58,57;;51,31;62,75;39,67;43,47;28,05
2735;Gode;22;09-05-1985;301200;Bygning af både til fritid og sport;;3709;3138;3210;4052;4000;;2106;912;842;1521;2844;;4109;3538;3410;5552;4200;;6027;3130;3430;3797;4324;;7976;12989;11226;5000;5288;;20050;21359;19575;15872;15010;;6,29;0,97;-5,01;9,66;8,96;;78,15;55,05;54,76;135,52;106,43;;20,49;16,56;17,42;34,98;27,98;;16,35;1,47;;20,48;24,24
2742; Gode;22;08-06-2000;432200;VVS- og blikkenslagerforretninger;5881;6516;5504;5149;3831;3179;2482;3263;1971;444;2;4;12006;10641;8629;7274;4956;4304;578;1665;1131;1056;736;645;8325;7552;7982;8714;6252;5958;21098;20192;18189;17470;11994;10940;32,7;31,72;23,73;24,66;19,03;18,98;225,69;236,16;191,82;168,94;163,05;152,48;56,91;52,7;47,44;41,64;41,32;39,34;44,69;47,1;38,88;45,61;33,35;35,83
2816; Gode;22;28-06-1977;494100;Vejgodstransport;9523;7907;7150;5906;5031;4462;857;1418;1476;2972;1332;246;10023;8407;7650;6406;5531;4962;4209;6459;6053;5448;4286;5728;8685;6163;7913;8968;7216;8083;23974;21971;22437;21579;17587;19306;8,81;4,36;7,5;6,14;5,19;2,4;64,59;89,99;81,95;90,6;95,86;82,82;41,81;38,26;34,1;29,69;31,45;25,7;16,12;9;16,27;13,64;10,29;6,39
2828;Neutrale;22;30-05-2007;433300;Udførelse af gulvbelægninger og vægbeklædning;;1982;88;0;7176;6699;;5936;2975;2730;1341;1685;;3882;1988;8048;7676;9699;;0;108;;;;;17089;12612;5734;4991;3112;;22129;15836;14292;12877;12905;;20,26;36,34;3,44;4,47;28,73;;126,15;121,78;234,67;233,36;380,72;;17,54;12,55;56,31;59,61;75,16;;84,85;200;4,62;6,23;30,51
2852;Neutrale;22;12-12-2008;331200;Reparation af maskiner;;5571;6405;5998;4209;2989;;5950;2741;3447;312;513;;10571;11405;9998;5209;6489;;;0;74;490;899;;11452;10977;12154;10080;8031;;22661;23013;22796;16424;16017;;17,96;24,59;27,29;17,93;33,88;;195,34;206,94;184,95;159,69;193,57;;46,65;49,56;43,86;31,72;40,51;;29,95;38,64;47,9;42,62;64,09
2952;Gode;22;23-06-2010;494100;Vejgodstransport;;5896;5356;5285;6459;6676;;570;32;33;88;2761;;6396;5856;5785;6959;7176;;6948;10878;11856;9185;12620;;10402;9553;9812;6863;7755;;24863;27215;28327;24189;28794;;4,48;2,37;-3,66;0,19;3,54;;33,26;29,61;29,64;58,01;74,78;;25,72;21,52;20,42;28,77;24,92;;8,44;1,21;;;8,12
3096;Gode;22;20-06-2001;257300;Fremstilling af håndværktøj;;9054;8763;8312;7957;7016;;5465;2861;3845;2675;3327;;14004;13713;13262;12407;11166;;6224;6290;6865;6451;5833;;7181;4192;4778;4633;4662;;28206;24954;25638;24111;22185;;10,87;13,24;12,19;13,49;14,94;;182,89;233,23;208,92;200,99;179,26;;49,65;54,95;51,73;51,46;50,33;;16,35;17,87;17,76;19,67;21,99
3129; Gode;22;05-03-2010;494100;Vejgodstransport;5558;5564;4349;4115;3012;14;901;3321;30;30;647;98;6495;5752;4537;4303;5126;2039;5013;7670;9620;10479;802;871;9277;14393;12586;13793;5297;1866;22254;29063;27637;29391;11722;5172;3,19;5,69;2,1;0,67;16,39;19,55;68,6;61,76;40,15;39,95;134,21;185,64;29,19;19,79;16,42;14,64;43,73;39,42;11,44;21,12;5,18;0,42;26,98;34,28
3133; Gode;22;13-02-2003;331200;Reparation af maskiner;;8125;5838;3046;3459;4739;;13681;2980;3950;2903;2625;;13125;7338;6046;6559;5739;;0;135;;0;;;14868;22743;7515;7146;21925;;29159;31033;14490;14407;29051;;28,55;15,1;15,27;9,5;3,47;;193,53;134,32;188,64;196,08;129,97;;45,01;23,65;41,73;45,53;19,75;;47,9;44,85;26,27;12,5;9,91
3154; Gode;22;31-10-1989;139210;Fremstilling af boligtekstiler;10651;9591;9473;8914;8861;8513;18;301;73;144;926;313;12181;10121;10003;9444;10891;12043;8658;7847;9087;10317;8522;8949;7462;10034;10268;13260;11602;11815;30150;29697;31160;34919;32889;34601;10,55;2,08;4,22;1,81;8,75;14,31;157,54;102,12;99,69;90,78;96,22;108,06;40,4;34,08;32,1;27,05;33,11;34,81;16,91;1,17;5,6;0,55;16,97;30,98
3165; Gode;22;05-09-1985;494100;Vejgodstransport;;12538;10108;10407;11068;10008;;4432;2738;3605;2327;2677;;12750;10320;10619;11280;10220;;5492;4619;5131;6638;5804;;10667;8011;7861;8593;9726;;30149;23765;24512;27598;26652;;10,71;-1,23;-2,66;5,93;10,04;;153,75;138,14;145,26;157,81;150,1;;42,29;43,43;43,32;40,87;38,35;;19,06;;;9,4;18,42
3170; Gode;22;21-06-1972;324000;Fremstilling af spil og legetøj;;2794;1269;165;-768;-1800;;6782;1770;2127;2020;1853;;11635;7086;5642;4869;3996;;4396;5120;5836;6726;7185;;12131;6767;7166;5971;5199;;30296;20412;20104;19070;17824;;10,87;10,66;5,43;7,23;6,72;;163,11;193,65;174,17;187,37;186,29;;38,4;34,71;28,06;25,53;22,42;;20,34;20,38;13,72;17,93;14,61
3204; Gode;22;22-11-2006;204200;Fremstilling af parfume, hårshampoo, tandpasta mv.;;10066;2740;1363;1870;-171;;1704;;0;0;5;;11966;3440;2063;2570;2579;;2685;2483;2283;2232;1702;;16590;8903;9477;9948;10685;;31369;14826;13823;14749;14964;;36,23;12,36;-0,84;3,72;-12,49;;179,25;143,96;118,94;113,68;96,75;;38,15;23,2;14,92;17,42;17,23;;71,24;40,03;;;
3236; Gode;22;01-06-1976;494100;Vejgodstransport;;5813;5107;4952;5472;5659;;1470;;0;9995;2051;;6013;5307;5152;5672;5859;;18410;18511;18627;18929;7207;;7975;6739;6890;7270;3505;;33063;31024;31087;32433;17183;;4,1;2,64;0,25;1,4;5,3;;60,64;58,05;39,39;183,67;111,9;;18,19;17,11;16,57;17,49;34,1;;11,74;2,92;;;9,44
3237; Gode;22;30-10-1984;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;3064;10096;9897;7144;6395;;17086;11683;19353;16449;11800;;13199;20231;25897;27144;16395;;;;;;;;19877;3513;7424;8253;11291;;33076;23782;33379;35397;27686;;2;0,45;33,71;38,94;30,89;;151,74;642,61;431,3;415,69;238,02;;39,91;85,07;77,58;76,68;59,22;;3,55;0,33;33,8;39,6;41,21
3261;Neutrale;22;29-05-1990;494100;Vejgodstransport;16706;14005;11531;10252;9618;9130;955;806;0;0;0;2538;17206;14505;12031;10752;10118;9630;;;;;;;15388;18397;21494;21705;21384;18859;33619;34068;33976;32840;32121;29038;10,35;9,79;4,91;0,73;1,92;-0,8;148,83;113,2;99,98;102,9;100,72;103,22;51,18;42,58;35,41;32,74;31,5;33,16;15,7;17,06;10,63;5,9;4,82;0,71
3264;Neutrale;22;01-12-1988;310200;Fremstilling af køkkenmøbler;;2290;-50;-340;5233;8289;;;;;;;;7860;5520;5230;10803;20859;;60;20;;;;;24662;25864;27365;19140;13957;;34164;32944;33863;30876;34938;;8,78;1,44;-20,71;-12,49;31,62;;54,54;30,48;33,62;27,18;49,09;;23,01;16,76;15,44;34,99;59,7;;29,77;5,25;;;41,21
3304;Neutrale;22;01-01-1992;102020;Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel;;29469;27152;25156;21932;20185;;10920;6766;11068;8318;9023;;31769;29452;27456;24232;22485;;194;;;;;;3747;3175;3753;2718;2340;;35992;32714;31234;27000;24825;;8,42;7,86;13,3;8,37;7,64;;881,35;916,41;779,86;906,07;942,48;;88,27;90,03;87,9;89,75;90,57;;7,29;6,77;11,74;7,21;6,56
3371;Gode;22;28-03-1980;532000;Andre post- og kurertjenester;;18224;17236;14237;12434;9579;;23619;31859;42305;28867;25001;;20224;19236;16237;14434;11579;;316;;;;;;18605;28726;40595;27902;27462;;39145;47962;56832;42336;39041;;4,32;10,55;4,78;7,02;6,2;;199,23;158,98;138,26;148,98;138,7;;51,66;40,11;28,57;34,09;29,66;;4,89;15,59;11,1;19,78;17,45
3376;Gode;22;01-03-2002;433200;Tømrer- og bygningssnedkervirksomhed;;3558;7870;13141;4548;4323;;698;155;1132;1750;2542;;20058;23870;24641;16048;6094;;2590;6074;5176;2328;1359;;15946;24528;10454;6508;7278;;39229;57198;41763;25995;14983;;26,18;27,74;59,35;52,18;46,21;;197,43;224;389,11;388,17;197,91;;51,13;41,73;59;61,73;40,67;;58,27;42,85;79,51;69,95;89,91
3381;Gode;22;01-10-1990;329100;Fremstilling af koste og børster;;17992;23665;15989;8401;6053;;1044;518;623;8844;5184;;18117;23790;16114;8526;6178;;;;0;40;40;;21415;13721;18444;30374;27526;;39532;37510;34558;38940;33744;;24,16;26,5;29,1;28,72;24,39;;184,6;273,38;187,37;128,08;122,26;;45,83;63,42;46,63;21,9;18,31;;40,45;32,27;47,08;98,53;97,98
3407;Gode;22;17-08-2007;332000;Installation af industrimaskiner og -udstyr;;46;39;70;84;19;;6531;4680;8812;2398;5025;;8846;3239;5670;2584;2269;;1423;466;;;0;;27667;16097;16576;18754;13826;;40506;29087;24973;22842;17010;;25,88;9,86;26,86;16,34;13,03;;139,96;170,09;143,1;115,02;114,2;;21,84;11,14;22,7;11,31;13,34;;93,92;82,43;89,68;79,91;74,48
3412;Gode;22;07-07-1999;494100;Vejgodstransport;;10404;9387;5997;6566;8310;;0;1024;;;;;15904;9887;9497;10066;8810;;8034;6864;5685;2145;2772;;15969;10410;13942;15338;14446;;40631;28015;29671;27990;26667;;19,47;29,55;10,1;5,07;3,88;;141,49;117;123,86;135,97;132,26;;39,14;35,29;32,01;35,96;33,04;;37,84;64,63;25,6;12,48;8,74
3524;Gode;22;05-03-2009;301100;Bygning af skibe og flydende materiel;;-569;-1302;1210;3201;1062;;95;7;1858;0;28;;4271;3976;3725;3469;1187;;6906;8600;9061;1286;1714;;33593;20473;15283;25562;20015;;47984;35261;29276;31426;23369;;4,17;4,05;5,07;8,7;5,77;;94,05;84,91;88,81;38,1;98,61;;8,9;11,28;12,72;11,04;5,08;;6,91;6,31;6,85;49,93;31,51
3593;Gode;22;13-12-2006;522400;Godshåndtering;;27198;19462;15826;12558;8514;;826;10355;624;393;35;;28898;21162;17526;14478;10434;;4198;5788;6606;8807;12385;;19974;17451;22380;14608;11525;;53518;44401;47887;38721;34345;;19,78;14,07;8,16;9,59;-1,65;;71,61;133,83;85,52;128,33;164,32;;54;47,66;36,6;37,39;30,38;;26,77;17,18;18,65;27,93;2,93
3609;Gode;22;01-07-1991;522920;Speditører;;11347;8898;5458;4061;2895;;5882;957;245;7976;5398;;11847;9398;5958;8561;11395;;1793;564;;;;;41187;45976;35424;24043;26985;;54827;55938;41382;32604;38379;;6,86;7,93;3,6;21,78;25,06;;132,46;120,97;115,91;133,37;140,17;;21,61;16,8;14,4;26,26;29,69;;20,67;36,6;23,45;60,34;64,55
3735; Gode;22;01-08-1988;211000;Fremstilling af farmaceutiske råvarer;;26424;20657;24333;50101;37145;;148;1058;672;0;1506;;26924;21157;24833;50601;41756;;4600;;0;567;;;35723;11536;10604;12807;12670;;68942;33983;36363;64827;56014;;10,74;60,92;35,75;21,77;34,49;;140,76;143,12;171,4;354,7;327,41;;39,05;62,26;68,29;78,06;74,55;;21,42;77,16;41,2;22,37;36,5
3746; Gode;22;15-11-1963;233200;Fremstilling af mursten, teglsten og byggematerialer af brændt ler;;14227;8662;2599;-2931;-10355;;1;383;2933;0;2;;18802;14840;8777;3247;-4177;;10904;15901;18916;21580;26869;;37475;28972;36037;34033;42722;;70459;62505;64486;58861;65415;;8,56;15,01;13,99;9,05;8,68;;79,62;82,58;75,83;64,23;59,04;;26,69;23,74;13,61;5,52;-6,39;;19,67;39,66;59,62;57,07;
3802; Gode;22;16-09-2004;502000;Sø- og kysttransport af gods;;31858;22274;15293;14164;7628;;8036;1596;1638;5880;102;;34508;25694;19621;17383;13899;;7937;9465;9157;10893;10718;;31228;33495;27442;23367;13488;;78356;72876;62050;57111;43319;;15,82;11,12;6,21;10,16;0,47;;97,49;106,15;82,06;78,03;64,87;;44,04;35,26;31,62;30,44;32,09;;25,54;23,63;11,41;20,05;
4477; Gode;22;27-06-2001;222900;Fremstilling af andre plastprodukter;7075;;3997;4149;3604;2890;468;;372;32;35;59;9152;;7718;5720;4104;5390;3155;;3138;3172;3030;3623;3818;;7048;6517;6876;4768;16390;;18300;15483;14062;13806;20,8;;12,55;12,61;7,32;24,04;221,08;;136,58;134,33;94,43;137,23;55,84;;42,17;36,94;29,19;39,04;29,06;;25,02;28,13;17,4;46,64
1150;Gode;21;19-01-2005;432100;El-installation;;2179;2159;2017;1899;1718;;1442;976;201;406;171;;2679;3859;2517;2399;2218;;;;;;;;2979;2690;2772;2257;2149;;5777;6640;5377;4710;4440;;0,47;25,69;3,33;5,37;1,76;;188,79;241,12;193,98;208,68;206,56;;46,37;58,12;46,81;50,93;49,95;;0,75;34,78;4,69;7,59;2,57
1180;Gode;21;03-07-1985;256100;Overfladebehandling af metal;;1951;1937;1879;1466;1388;;1494;1461;1258;1000;87;;3576;4062;4004;3591;2813;;608;12;;;;;1663;2153;2639;2465;2404;;5942;6332;6718;6121;5301;;21,95;31,25;36,36;32,74;17,71;;275,23;219,93;188,9;191,89;148,38;;60,18;64,15;59,6;58,67;53,07;;28,36;38,38;47,78;43,94;27,05
1240; Gode;21;26-06-1975;439910;Murere;;924;785;1359;1455;1402;;967;424;526;528;1736;;1997;2231;2303;2596;3540;;276;267;262;361;343;;3614;2331;2263;2430;2705;;6199;5190;5171;5754;6942;;11,45;2,08;0,72;8,67;5,63;;105,59;125,01;124,66;134,9;172,35;;32,21;42,99;44,54;45,12;50,99;;20,83;2,38;;12,52;7,29
1405;Dårlige;21;13-06-2007;433900;Anden bygningsfærdiggørelse;;1570;1852;1265;2724;2670;;1816;317;457;832;1357;;2695;1977;1390;2849;5820;;742;274;;;;;3467;4645;3828;4447;2813;;6962;6895;5218;7409;8712;;13,34;8,8;-28,61;1,75;39,11;;198,24;146,91;133,96;164,81;307,07;;38,71;28,67;26,64;38,45;66,8;;26,64;29,69;;1,86;46,41
1438;Gode;21;01-03-2006;433200;Tømrer- og bygningssnedkervirksomhed;;505;743;668;526;445;;1931;2320;1099;969;1366;;2288;2026;1651;1509;1428;;;;;;;;4794;3629;2510;1998;1344;;7094;5655;4163;3506;2772;;14,38;13,55;11;10,9;22,15;;132,14;139,24;148,33;147,55;154,46;;32,25;35,83;39,66;43,04;51,52;;33,35;28,38;20,71;18,56;32,07
1590;Dårlige;21;30-06-2004;412000;Opførelse af bygninger;;1375;1118;1083;800;826;;643;6;313;518;263;;1602;1243;1608;1025;1051;;2946;2796;3176;2648;2606;;3011;2224;2802;2253;1791;;7971;6638;7960;6180;5735;;8,43;2,44;12,06;3,2;8,82;;100,37;73,47;103,68;98;96,48;;20,1;18,73;20,2;16,59;18,33;;22,41;2,82;42,41;7,22;25,88
1672;Gode;21;16-06-1998;432200;VVS- og blikkenslagerforretninger;;1056;1037;1027;994;988;;3;973;2;1796;2230;;3356;2737;2327;2294;3581;;774;340;314;676;694;;3933;4170;5399;4829;4518;;8463;7670;8781;8300;9409;;26,87;20,55;12,88;13,88;29,09;;183,68;153,19;130,45;123,81;154,94;;39,65;35,68;26,5;27,64;38,06;;54,2;44,25;35,8;35,14;58,45
1697;Gode;21;29-06-2004;432100;El-installation;;1654;1653;1458;2318;1912;;3;2;222;9;2;;2439;2403;3608;3168;2762;;680;1259;1934;1950;2125;;5360;4562;3830;3486;3384;;8639;8374;9513;8745;8366;;6,09;8,82;12,55;13,07;13,63;;114,96;126,33;177,91;199,54;193,03;;28,23;28,7;37,93;36,23;33,01;;11,73;18,52;21,92;23,86;27,62
1730; Gode;21;25-02-2004;432100;El-installation;;1875;2823;2807;3346;3002;;706;203;1866;725;87;;4424;3448;3932;3721;3377;;;;;;;;4359;1880;2987;2802;2667;;8782;5328;6919;6533;6049;;21,6;12,09;20,75;12,18;12,7;;189,68;247,02;195,98;153,43;139,15;;50,38;64,71;56,83;56,96;55,83;;33,36;14,97;28,28;15,96;16,64
1754; Gode;21;25-11-1999;433410;Malerforretninger;;4132;4658;3731;3137;2966;;3114;234;1745;2248;570;;4632;5658;4231;4937;3466;;0;901;953;1008;1059;;4273;3794;2128;2916;4561;;8904;10352;7313;8871;9096;;30,12;18,09;;;;;202,62;195,33;;;;;52,02;54,66;;;;;21,03;25,22;;;
1779; Gode;21;02-12-2003;439100;Tagdækningsvirksomhed;;;;;0;2868;;1219;0;260;522;17;;2188;1744;1839;1631;3866;;0;362;;;;;5818;7113;4501;3442;9511;;9070;10598;7574;6206;14518;;24,5;15,54;23,24;23,93;9,87;;154,69;148,77;166,83;176,96;108,33;;24,12;16,46;24,28;26,28;26,63;;77,15;71,33;72,87;200;77,63
1791; Gode;21;03-12-1990;433200;Tømrer- og bygningssnedkervirksomhed;3000;3030;3000;3000;4002;4001;5891;219;2927;1807;2092;5991;6669;5030;6434;6811;6877;7696;0;355;;;;;4647;3354;3385;3156;7242;13141;11839;9178;10789;10570;14509;21747;15,94;-9,21;12,66;5,91;4,04;6,11;220,31;243,62;283,4;308,94;187,2;160,03;56,33;54,8;59,63;64,44;47,4;35,39;24,59;;20,17;10,92;10,89;19,96
1820; Gode;21;02-09-2005;432200;VVS- og blikkenslagerforretninger;;700;598;595;-120;-1174;;0;0;1;2;1;;750;648;645;35;-448;;1295;1004;;0;44;;7299;4710;3470;2668;2981;;9344;6363;4115;2703;3077;;3,26;2,34;21,7;-15,54;1,69;;98,7;85,84;109,86;80,17;73,23;;8,03;10,18;15,67;1,29;-14,56;;13,47;0,62;94,26;;
1837;Dårlige;21;01-07-2004;251100;Fremstilling af metalkonstruktioner og dele heraf;;5449;5158;1886;3828;3836;;1982;1409;3316;1319;1263;;5949;5658;7086;5928;6336;;193;81;;;;;3255;3583;4206;2780;3331;;9493;9446;11399;8805;9781;;4,26;44,75;31,15;23,51;26,45;;261,14;233,38;239,09;267,19;250,74;;62,67;59,9;62,16;67,33;64,78;;4,87;57,81;38,92;26,86;31,91
1900; Gode;21;31-03-1998;432100;El-installation;;270;11;-604;12;12;;20;54;22;3;11;;1970;511;-104;1228;927;;716;;;;;;6765;6537;5871;7051;6295;;9943;7325;5767;8278;7222;;19,8;10,96;-9,31;12,77;9,5;;141,52;107,86;93,65;115,03;110,74;;19,81;6,98;-1,8;14,83;12,84;;74,06;120,55;;58,31;44,77
1936; Gode;21;28-06-2005;432100;El-installation;2626;2729;2136;2188;1831;2302;2528;1293;585;12;797;1174;5626;4529;3036;3688;3831;3202;2173;2065;1712;1800;1886;1637;4605;3343;4039;3647;3037;3580;12690;10211;9069;9433;9058;8727;24,62;24,24;6,87;19,5;16,31;27,72;194,25;204,49;139,89;158,76;171,78;139,86;44,33;44,35;33,48;39,1;42,29;36,69;42,61;41,8;11,5;36,77;26,86;54,84
1987; Gode;21;07-03-1975;222200;Fremstilling af plastemballage;;1982;1891;1306;1086;1979;;5;2;30;16;203;;3482;3591;2806;2586;3479;;1899;1634;2596;3140;3546;;4685;5643;6018;6713;5560;;10730;11459;11833;12783;13119;;6,37;11,27;5,92;-5,38;5,01;;87,45;86,11;78,61;77,98;97,48;;32,45;31,34;23,71;20,23;26,52;;6,92;21,89;7,8;;5,81
1994; Gode;21;29-08-2008;439910;Murere;;292;297;1412;382;353;;3402;1122;1487;859;1983;;3192;2697;1537;837;1728;;738;676;296;127;303;;6657;4503;3859;3049;2423;;10754;8068;5763;4076;4530;;29,94;35,18;23,51;12;36,2;;144,86;152,79;121,82;111,74;149,2;;29,68;33,43;26,67;20,53;38,15;;78,16;80,79;67,01;42,77;72,11
