Virksomhedsnr.;Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
3854;Neutrale;66;01-01-1977;172900;Fremstilling af andre papir- og papvarer;;29872;35573;31632;27938;23429;;11578;6454;4110;1965;340;;51383;42246;38053;32614;27824;;2530;7821;10708;12692;5576;;31541;19836;18813;14864;15030;;85453;69903;67573;60168;48433;;21,73;16,88;15,62;16,5;29,23;;199,22;217,43;198,09;228,65;196,13;;60,13;60,44;56,31;54,2;57,45;;27,51;21,76;22,17;25;40,13
3993; Gode;66;25-05-1982;494100;Vejgodstransport;;36134;31668;23818;22221;19386;;6;6;5;7;5;;43034;38068;29803;24606;25771;;32913;27178;28098;29518;40069;;35693;42421;33789;38662;30702;;123376;117708;97255;98389;102403;;9,96;9,3;7,43;4,33;5,32;;73,39;66,98;74,97;56,91;78,56;;34,88;32,34;30,64;25,01;25,17;;20,83;21,01;17,44;11,52;15,49
4027; Gode;66;05-03-1984;251100;Fremstilling af metalkonstruktioner og dele heraf;;36504;15603;16229;11285;9434;;2551;147;60;111;1408;;81811;52776;51539;48193;44243;;4882;20868;20000;20000;16000;;49019;33570;40083;31040;40694;;136628;107958;112359;99893;101528;;30,89;14,45;14,35;15,71;9,73;;164,8;189,63;169,1;187,92;134,75;;59,88;48,89;45,87;48,24;43,58;;46,09;13,24;26,54;29,03;25,85
4116;Gode;66;31-05-1998;81100;Brydning af pynte- og bygningssten, kalksten, gips, kridt og skifer;;317;199;375;-669;381;;8873;10646;8128;11779;10234;;73873;64037;65200;78551;83331;;117;72327;70779;70779;70779;;104185;39380;31319;34363;26190;;182431;180287;172085;188939;185755;;13,86;9,68;12,3;20,28;19,04;;80,07;204,11;243,98;261,83;316,81;;40,49;35,52;37,89;41,57;44,86;;29,74;19,97;23,77;35,91;34,67
2453;Gode;65;21-02-1975;433410;Malerforretninger;;3961;2856;6265;6270;5060;;2156;428;623;946;1365;;5967;3756;7165;7170;5960;;2684;;;;;;6879;17980;61203;20413;15778;;15529;21736;68400;27583;21737;;20,59;-18,66;0,41;6,21;5,61;;204,91;111,68;109,16;131,95;132,5;;38,42;17,28;10,48;25,99;27,42;;37,04;;;16,88;12,75
2909;Gode;65;10-03-2005;107120;Fremstilling af friske bageriprodukter;;2735;1942;1843;1608;2060;;127;106;117;174;177;;5747;4954;4105;3870;3530;;3744;4047;5777;8007;10875;;10036;11913;12594;11665;8013;;23806;24614;26177;26150;24416;;7,31;4,2;4,33;-4,36;4,75;;88,91;69,89;64,16;57,21;63,05;;24,14;20,13;15,68;14,8;14,46;;13,8;2;5,75;;11,25
3121; Gode;65;22-06-2000;433300;Udførelse af gulvbelægninger og vægbeklædning;;9220;6644;5436;3986;5597;;83;13;26;5;5;;9845;9644;8936;7986;7504;;0;1900;4941;6950;4009;;18853;15868;14195;10046;11478;;28870;27412;28072;24982;22991;;10,05;18,34;21,89;18,61;7,85;;142,36;157,04;179,83;226,16;179,83;;34,1;35,18;31,83;31,97;32,64;;20,15;38,45;49,8;42,35;18,56
3362;Gode;65;03-06-2008;251100;Fremstilling af metalkonstruktioner og dele heraf;;18539;20877;41886;43509;35946;;8222;6379;2;390;11;;19539;21877;42886;44509;36946;;8606;8167;8901;20694;14745;;8986;12779;17045;22894;40112;;38717;44500;73583;94939;95031;;5,84;12,15;3,52;13,97;14,02;;297,05;204,01;357,17;154,46;102,98;;50,47;49,16;58,28;46,88;38,88;;8,51;20,53;3,21;21,49;25,01
3483;Neutrale;65;17-12-2009;433200;Tømrer- og bygningssnedkervirksomhed;;11540;8871;6858;6134;5607;;6055;1636;3319;4999;928;;16540;12371;10358;9134;8107;;1784;860;;;;;23987;8070;18319;11972;8030;;45200;24254;30348;22122;16897;;19,14;23,63;13,48;14,62;12,12;;186,41;294,66;163,18;180,93;204,33;;36,59;51,01;34,13;41,29;47,98;;40,31;36,49;31,13;27,67;18,93
3791; Gode;65;22-12-2006;494100;Vejgodstransport;;25633;23580;22611;21755;22830;;799;1;0;0;3;;28633;25580;24611;22755;25830;;29462;30741;25194;26182;32117;;13415;12563;15960;22259;19916;;75456;72385;68710;73618;80625;;7,48;4,51;4,48;-1,01;8,1;;68,71;53,36;48,27;50,46;76,85;;37,95;35,34;35,82;30,91;32,04;;14,15;7,7;7,54;;17,27
4151;Gode;65;16-07-2003;259200;Fremstilling af letmetalemballage;;86195;68021;44654;28226;22501;;805;1535;2;2;12;;86695;68522;45155;28727;23001;;18983;19501;;;;;86203;69538;74997;100956;77920;;205156;170132;131871;139695;109803;;11,21;18,82;15,88;5,85;2,6;;129,63;105,98;72,75;66,16;58,1;;42,26;40,28;34,24;20,56;20,95;;20,8;34,9;36,29;19,77;3,18
4227;Gode;65;01-09-2000;256200;Maskinforarbejdning;;93325;80357;62321;42649;26612;;92;1820;390;1206;1561;;127321;99357;76321;56649;37612;;12287;15187;18490;18945;25394;;141902;146104;160838;75264;30192;;284010;261148;256147;151359;93199;;17,77;14,21;13,07;18,27;12,74;;185,11;148,2;124,72;160,4;188,42;;44,83;38,05;29,8;37,43;40,36;;29,82;28,29;32,37;37;20,72
2825; Gode;64;01-05-2010;532000;Andre post- og kurertjenester;;5185;4092;4074;3306;2879;;1803;480;2173;341;934;;8685;5092;5574;4706;4179;;3732;1212;;;;;9497;7849;10012;8943;7992;;22119;14600;16119;13998;12462;;20,35;-0,82;9,29;7,1;4,25;;180,07;132,04;125,25;119,87;114,85;;39,26;34,88;34,58;33,62;33,53;;41,37;0,35;22,75;17,59;10,77
3024;Gode;64;25-06-2001;433200;Tømrer- og bygningssnedkervirksomhed;;8070;7860;7802;5732;4875;;8816;1687;4524;1617;9324;;8757;10227;8769;5898;9236;;773;;;;;;16646;19984;13666;11092;10958;;26355;30371;22529;17043;20227;;3,87;14,8;16,73;3,14;17,12;;140,14;138,45;154,51;146,57;180,01;;33,23;33,67;38,92;34,61;45,66;;8,34;33,81;32,74;6,75;29,15
3597;Gode;64;25-05-2009;282100;Fremstilling af ovne, ildsteder og fyringsaggregater;;5532;-7878;3699;6248;6635;;11766;;;;0;;11259;-3415;6615;9289;8980;;3300;2202;1650;2114;2560;;31111;23319;41780;37823;36851;;54123;34325;50909;50626;50006;;20,72;-11,35;-1,89;6,95;-1,66;;128,06;106,71;80,38;81,7;76,86;;20,8;-9,95;12,99;18,35;17,96;;94,8;;;3,33;
3637;Gode;64;08-12-1977;433200;Tømrer- og bygningssnedkervirksomhed;;18309;21343;17461;16583;24312;;25205;22298;2458;9657;28610;;29701;24343;18461;17583;29812;;;;;;;;23753;29984;24083;25404;29892;;57907;58702;44999;45755;64260;;15,57;11,27;0,86;-23,06;6,87;;195,87;154,78;136,38;136,03;166,88;;51,29;41,47;41,03;38,43;46,39;;24,77;24,16;4,76;;15,2
3661; Gode;64;26-06-1985;162100;Fremstilling af finerplader og træbaserede plader;;12865;10092;9025;6710;3399;;3260;2016;2032;5003;397;;20343;15763;13404;17323;10984;;19283;19007;19759;21944;14148;;19015;16496;16947;16027;9242;;60377;53114;51896;57150;35345;;13,6;6,25;6,64;8,06;5,49;;133,53;122,37;118,32;129,03;203,16;;33,69;29,68;25,83;30,31;31,08;;29,1;14,74;1,76;21,6;8,96
3882; Gode;64;17-12-1992;494100;Vejgodstransport;;34197;29070;23222;19079;16009;;10;4;5;0;131;;35475;31791;25643;21300;18230;;24145;18491;18326;17806;14394;;25460;21693;18769;18627;13182;;91124;76994;66724;61113;48628;;5,83;10,51;8,61;7,01;8,2;;126,41;127,49;122,53;116,21;84,59;;38,93;41,29;38,43;34,85;37,49;;11,79;19,97;16,94;14,42;16,13
3134; Gode;63;29-06-1993;245100;Støbning af jernprodukter;;13936;19079;18191;18615;16946;;4199;5681;4853;4537;6504;;15436;22579;21691;22202;20515;;2151;;;;;;11640;9950;9646;9810;8567;;29227;32528;31391;32012;29081;;2,23;15,1;10,53;18,17;17,53;;212,84;275,93;228,59;232,57;231,52;;52,81;69,41;69,1;69,36;70,54;;5,55;17,22;11,47;21,13;20,04
3225; Gode;63;15-06-1998;432200;VVS- og blikkenslagerforretninger;;5983;5854;5817;4825;2874;;6788;1516;5886;7396;1744;;13895;15982;13527;11073;6956;;3943;1999;2573;4422;4125;;12093;7691;8882;11444;12604;;32465;27880;27696;29355;26482;;22,07;36,04;30,13;26,73;18,74;;197,11;260,47;220,98;182,42;154,21;;42,8;57,32;48,84;37,72;26,27;;40,58;48,33;46,98;53,98;43,89
3251; Gode;63;01-10-1981;422100;Anlæg af ledningsnet til væsker;9303;7920;7184;5545;6977;4706;5865;1480;1394;0;0;1108;14903;12020;11784;8645;10077;8811;5766;6145;5786;3992;3931;1607;17257;13000;10775;13661;12214;10488;41407;33603;30313;27254;27644;22055;10,99;6,12;12,65;-7,34;4,53;0,29;114,77;109,04;116,62;77,48;89,32;102,12;35,99;35,77;38,87;31,72;36,45;39,95;26,04;14,45;26,64;;12,56;3,06
3358;Gode;63;01-01-2006;412000;Opførelse af bygninger;;9437;2533;1606;6276;6529;;14421;0;19;961;4;;9937;3033;2106;6776;7029;;2167;689;;;;;24741;25152;24921;17814;19255;;38632;29074;27227;24893;26966;;23,42;4,29;-22,12;-8,29;6,14;;149,82;108,64;101,31;125,33;122,78;;25,72;10,43;7,73;27,22;26,07;;69,48;30,53;;;17,31
3481;Neutrale;63;10-05-1986;521000;Oplagrings- og pakhusvirksomhed;;15632;12786;9323;9340;7540;;163;84;292;484;12;;18957;14111;10648;12665;10565;;2631;4074;4303;;;;23542;31417;23457;30107;28642;;45130;49602;38408;42772;39207;;13,83;9,43;0,37;11,51;9,77;;145,05;120,89;110,96;110,95;93,97;;42,01;28,45;27,72;29,61;26,95;;25,56;24,54;;30;25,91
3489;Neutrale;63;05-03-1999;331400;Reparation af elektrisk udstyr;;19258;18923;9667;6579;6753;;26;24;46;24;276;;19946;23423;10467;7679;8253;;11388;13042;4566;5531;6399;;14060;11977;14438;11949;10345;;45846;48828;29822;25524;25436;;1,29;36,15;15,84;4,04;6,01;;118,89;176,95;150,66;128,27;148;;43,51;47,97;35,1;30,09;32,45;;2,32;56,42;31,8;4,4;9,62
3630;Gode;63;01-01-2000;422200;Anlæg af ledningsnet til elektricitet og kommunikation;;26390;31524;31705;26606;21271;;16693;7702;8611;3482;5859;;38890;41524;36705;31606;31271;;3142;1066;;;;;14294;17206;41678;31946;20865;;56963;60364;78819;63552;52136;;5,35;10,68;8,79;11,15;22,15;;305,23;267,87;152,38;160,29;186,31;;68,27;68,79;46,57;49,73;59,98;;6,08;11,61;13,89;16,88;28,28
3634;Gode;63;30-06-1989;412000;Opførelse af bygninger;;18790;16379;14057;12238;11952;;1331;28;1334;16;422;;19934;17479;15157;13338;13052;;9053;6930;6521;6240;7607;;21828;19103;27175;25244;23198;;57543;49218;53359;47977;45271;;5,79;6,7;4,77;0,8;-2,9;;105,35;89,57;82,65;75,61;74,37;;34,64;35,51;28,41;27,8;28,83;;12,09;13,56;11,7;1,33;
3660; Gode;63;01-10-1992;222900;Fremstilling af andre plastprodukter;;18409;19857;20591;21695;21666;;4526;3;13;218;367;;27409;22857;24591;26495;22666;;8117;6790;2572;620;662;;24809;37048;31432;27836;27620;;60334;66696;58595;54950;51064;;14,58;3,18;4,69;9,47;0,92;;207,63;146,13;142,73;141,31;131,29;;45,43;34,27;41,97;48,22;44,39;;23,9;5,54;7,71;14,45;0,93
4030; Gode;63;21-12-1953;222100;Fremstilling af plader, ark, rør og slanger samt profiler af plast;;32011;31295;30286;23395;20596;;4298;24901;236;11092;29631;;52011;51295;50286;43395;40596;;51859;79143;61091;74469;93280;;24911;21865;25771;22331;16634;;137848;161654;146575;148945;159680;;1,34;1,05;6,89;3,86;5,39;;242,72;358,82;227;286,31;482,03;;37,73;31,73;34,31;29,13;25,42;;1,17;1,72;13,5;6,4;6,18
3326;Gode;62;01-10-1991;282200;Fremstilling af løfte- og håndteringsudstyr;;12539;9763;9602;12686;12686;;6447;654;378;227;845;;13539;10763;10602;13976;16170;;3046;4895;5755;4511;1643;;19996;15907;16209;12390;10596;;37025;31564;32567;30901;28409;;10,95;2,01;-11,37;1,77;14,98;;135,98;114,77;117,86;146,67;185,4;;36,57;34,1;32,55;45,23;56,92;;24,77;1,49;;2,08;20,06
3422;Gode;62;24-08-1978;432100;El-installation;;7134;5519;6388;6782;5073;;2147;4254;7269;5510;5814;;19634;16019;18888;17282;13573;;3740;2723;2316;2588;2853;;16369;16748;16645;19015;19418;;41157;36392;39178;39930;36415;;43,17;33,1;38,82;38,27;27,23;;173,05;140,94;156,76;132,86;121,25;;47,71;44,02;48,21;43,28;37,27;;69,35;57;61,45;67,76;54,23
3460;Gode;62;02-11-1982;412000;Opførelse af bygninger;;9975;9643;9245;6511;9142;;12412;14328;2;2302;12967;;12375;18040;15294;7511;13142;;3739;1533;301;659;1053;;25494;31821;24983;19857;18299;;43791;56305;43767;30282;35898;;4,75;17,3;23,41;-10,53;11,75;;128,38;134,95;125,13;96,29;132,93;;28,26;32,04;34,94;24,8;36,61;;10,79;42,93;50,89;;23,31
3466;Gode;62;15-12-2003;282200;Fremstilling af løfte- og håndteringsudstyr;;1835;2230;5275;9281;8349;;8571;695;270;1420;5871;;12167;11639;9911;11793;10387;;9771;522;;;;;18339;24053;18553;11460;10868;;44063;39933;30286;25006;22998;;4,49;9,64;-1,22;20,91;27,02;;165,42;111,18;118,68;149,92;159,07;;27,61;29,15;32,72;47,16;45,16;;0,64;15,59;;18,28;44,88
3467;Neutrale;62;04-11-1988;251100;Fremstilling af metalkonstruktioner og dele heraf;;11840;10548;9369;8136;6348;;2051;746;826;0;709;;13053;11048;9869;8636;6848;;11370;10564;4316;6372;8492;;19105;20932;13326;10442;9453;;44246;43312;28173;25760;24980;;6,19;3,78;6,3;12,22;9,23;;141,77;118,65;122,13;128,14;110,3;;29,5;25,51;35,03;33,52;27,41;;15,35;10,66;12,49;20,7;19,99
3488;Neutrale;62;30-06-1997;532000;Andre post- og kurertjenester;;9196;11035;4008;5175;9346;;3392;7299;827;535;1205;;19696;11535;4508;10675;9846;;2808;1997;;;;;23079;20047;24089;70062;45430;;45583;33579;28597;80737;55277;;24,14;27,1;15,75;-0,03;8,39;;179,4;150,05;104,79;66,66;83,48;;43,21;34,35;15,76;13,22;17,81;;41,43;60,92;85,03;7,76;37,93
3518;Gode;62;03-04-1998;432200;VVS- og blikkenslagerforretninger;10470;11578;10491;7847;3500;4789;4;3459;5;2478;1226;2654;10970;12546;10991;8347;6367;5289;3406;5083;1346;1549;491;272;24045;25735;23985;24436;15943;16919;41904;47668;39583;37153;25691;25103;16,76;17,15;19,17;15,97;21,18;15,79;167,79;155,68;152,35;139,38;147,82;137,4;26,18;26,32;27,77;22,47;24,78;21,07;60,57;52,26;51,35;52,08;64,03;54,23
3560;Gode;62;01-08-1988;204200;Fremstilling af parfume, hårshampoo, tandpasta mv.;15684;9944;8319;8158;8158;8158;0;1;2;8;17;6;16240;11719;8874;9827;9477;8714;12466;4042;2693;3269;1895;937;31815;33447;25333;19058;13451;11202;61550;49978;37479;32969;25314;21124;13,31;7,59;5,68;5,12;4,26;21,04;135,39;123,17;117,84;132,31;147,97;161,81;26,39;23,45;23,68;29,81;37,44;41,25;35,34;24,29;15,43;11,33;8,05;37,28
3645;Gode;62;24-05-1997;493110;Rutebuskørsel, by- og nærtrafik;;30178;23000;16825;13939;13847;;19303;9198;6275;9569;3866;;31202;24353;22325;21689;18847;;8647;12085;16136;14637;15394;;18732;8478;10461;10061;9915;;58581;44916;48921;46387;44156;;19,18;17,54;20,65;20,62;14,15;;263,6;379,75;299,62;306,25;293,16;;53,26;54,22;45,63;46,76;42,68;;21,95;28,86;35,32;33,86;24,95
3648;Gode;62;01-04-2005;432200;VVS- og blikkenslagerforretninger;;16378;14190;10395;7975;6557;;;;0;6958;5997;;18378;16190;15895;14175;11057;;4258;1532;;;;;29222;38965;24758;24393;18008;;58750;63899;47151;43358;31863;;4,84;8,36;16,56;17,28;15,04;;199,6;163,88;190,27;177,56;176,69;;31,28;25,34;33,71;32,69;34,7;;11,91;23,45;37,24;39,63;32,07
3677; Gode;62;14-12-1977;412000;Opførelse af bygninger;;15269;14769;13995;12192;10318;;521;1671;0;1;1;;19269;17769;14495;12692;10818;;4313;1359;2001;2375;2926;;30375;41852;46687;44938;43967;;61909;68952;69999;66197;63724;;10,06;5,55;3,01;3,46;4,51;;181,75;148,86;130,23;118,36;119,01;;31,12;25,77;20,71;19,17;16,98;;20,76;18,43;12,44;14,76;26,78
3691; Gode;62;27-04-1979;494100;Vejgodstransport;;15679;14845;12904;11560;10413;;4142;6125;3633;2275;2273;;18858;17270;14304;12620;11663;;22935;21671;19788;19102;18740;;18215;17728;14843;13586;14472;;63662;60958;53948;50639;50077;;4,42;5,11;4,34;4,03;7,25;;97,24;102,72;106,1;96,34;98,8;;29,62;28,33;26,51;24,92;23,29;;10,47;16,93;11,37;8,41;19,2
3724; Gode;62;21-12-1972;271200;Fremstilling af elektriske fordelings- og kontrolapparater;8998;8134;11779;6001;6228;3088;18;2298;49;1511;17;86;26663;26973;19234;15290;20100;20753;4660;2108;;0;10835;12805;42246;38565;39912;38275;31146;33667;73788;67811;59346;53565;64666;69752;19,53;14,89;12,93;6,6;9,72;10,49;165,6;168,53;139,91;131,95;144,75;146,75;36,13;39,78;32,41;28,54;31,08;29,75;41,99;28,9;29,94;17,77;24,4;27,57
4081; Gode;62;01-04-1998;31100;Havfiskeri;;90100;81796;68236;56662;49244;;822;629;391;17;236;;94264;88146;73336;62885;55894;;;;;0;31500;;52090;47206;37520;51719;50581;;162424;153059;129671;128730;148645;;8,27;15,11;16,77;13,64;12,85;;85,2;160,7;124,25;76,53;69,17;;58,04;57,59;56,56;48,85;37,6;;12,33;21,91;19,97;17,89;21,64
4221;Gode;62;30-01-1978;139220;Fremstilling af færdige tekstilvarer undtagen boligtekstiler og beklædningsartikler;;172661;162112;120360;120389;118538;;57143;11194;2403;6531;2846;;190326;181741;149549;147111;152324;;37478;853;;;;;41358;46019;37647;42820;39657;;274381;233810;192657;195497;197841;;9,64;3,36;5,13;3,54;5,03;;427,59;292,14;308,96;271,27;290,37;;69,37;77,73;77,62;75,25;76,99;;9,18;6,04;5,3;3,54;7,12
3196; Gode;61;01-05-2005;432200;VVS- og blikkenslagerforretninger;13338;12310;10379;8076;7653;7588;14;17;16;8;351;3176;13738;12710;10779;14976;8053;10988;1371;1952;2491;1684;2367;85;16550;15361;13371;8493;10027;4104;33110;31188;27404;25678;21089;15756;6,16;9,5;13,48;28,87;2,13;20,71;122,91;129,68;129,74;213,68;136,48;288,45;41,49;40,75;39,33;58,32;38,19;69,74;7,48;15,2;21,36;46,23;0,81;19,41
3206; Gode;61;29-10-1991;432100;El-installation;11230;10821;10711;10533;10436;10387;7809;4952;1369;5329;4321;7642;19430;17521;16311;16133;15936;16187;0;1242;;;;;14521;10882;10002;10704;10629;10190;35264;31472;27042;26845;27041;26892;22,16;24,95;26,04;22,47;19,62;22,41;229,34;278,61;259,41;239,43;244,36;252;55,1;55,67;60,32;60,1;58,93;60,19;38,13;32,02;28,07;27,87;27,29;28,71
3414;Gode;61;25-10-1999;282900;Fremstilling af andre maskiner til generelle formål i.a.n.;906;4973;;;;0;14817;10279;2359;13466;4701;252;15906;9973;23955;8968;18939;21503;2950;1043;;;;;35954;29517;16663;34764;11578;6963;55060;40783;40868;45133;31916;28466;27,32;42,39;59,01;39,31;55,34;53,6;150,16;126,86;219,41;115,44;236,55;336,46;28,89;24,45;58,62;19,87;59,34;75,54;76,59;135,09;79,13;155,75;73,6;53,49
3463;Gode;61;01-11-2002;279000;Fremstilling af andet elektrisk udstyr;;8963;8867;8689;7225;5039;;14;125;14;14;15;;12963;13667;13689;10725;6039;;1188;1597;260;;;;29272;17967;22537;30009;24493;;43858;33483;36880;41295;30968;;9,11;15,32;18,92;15,24;-4,24;;140,78;177,81;158,34;131,93;118,01;;29,56;40,82;37,12;25,97;19,5;;23,88;29,11;39,92;43,68;
3469;Neutrale;61;15-04-2005;251100;Fremstilling af metalkonstruktioner og dele heraf;;8749;2458;4443;-799;10441;;;;0;41;1046;;12101;10896;7604;3456;12970;;1864;639;0;3051;4282;;30338;21732;41387;47371;35888;;44303;33267;48991;53878;61016;;2,15;47,24;19,55;-39,55;-18,78;;76,54;93,5;83;59,68;80,29;;27,31;32,75;15,52;6,41;21,26;;9,96;108,22;81,94;;
3616;Gode;61;27-03-2000;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;12923;11975;10880;10880;7658;;26402;19788;12567;8652;12860;;36923;32975;31820;24880;21658;;2624;249;;;;;15720;16409;9936;9880;13796;;55754;49925;42055;35125;35878;;43,87;42,72;46,37;42,1;33,57;;319,18;273,85;366,83;294,83;217,36;;66,22;66,05;75,66;70,83;60,37;;51,32;48,81;46,95;45,11;42,17
3662; Gode;61;18-12-1977;162400;Fremstilling af træemballage;;10999;9188;8256;5441;4391;;338;198;148;3468;29;;19455;16735;13765;13260;11312;;20427;18001;20531;21114;7583;;12950;16252;14733;18078;14243;;60415;58354;56300;59538;39993;;4,64;4,69;2,28;3,54;3,88;;182,8;131,2;132,35;124,44;120,46;;32,2;28,68;24,45;22,27;28,28;;17,07;17,76;3,66;14,68;11,12
3674; Gode;61;01-10-1989;251100;Fremstilling af metalkonstruktioner og dele heraf;;20576;15876;13334;13625;15386;;12;2279;10;570;4051;;21076;22376;18834;19125;20386;;16818;16346;5120;4371;4826;;21104;14222;11044;7670;7149;;61590;55083;36654;32756;33855;;10,9;20,4;16,76;12,88;17,58;;94,45;137,99;138,07;157,94;187,23;;34,22;40,62;51,38;58,39;60,22;;22,3;38,18;25,01;16,94;22,47
3731; Gode;61;01-10-2002;432200;VVS- og blikkenslagerforretninger;;12665;10675;8471;7425;6768;;9628;6784;615;3763;57;;24615;12925;9221;10175;7518;;7416;11149;6061;6343;6482;;28119;27483;22198;28849;17906;;68614;56396;44779;51325;34373;;26;9,28;4,14;7,72;2,26;;170,35;130,52;106,77;103,53;121,19;;35,87;22,92;20,59;19,82;21,87;;53,59;28,67;11,33;26,11;6,5
3846;Neutrale;61;22-06-1964;256100;Overfladebehandling af metal;;51058;86413;168900;148600;128850;;1713;1266;2181;525;379;;64058;99413;181900;161600;141850;;1537;715;;;;;14748;15012;17245;20397;17559;;84892;117407;201664;184683;162360;;14,2;18,88;12,83;13,58;14,13;;195,51;413,84;859,4;645,29;610,47;;75,46;84,67;90,2;87,5;87,37;;15,06;17,62;11,16;12,22;12,98
3908; Gode;61;22-06-1999;412000;Opførelse af bygninger;;32533;32501;30098;26816;25639;;856;455;645;20792;1527;;34533;34501;32098;28816;27639;;3837;1861;523;1422;6191;;52610;46028;42716;57494;54271;;95146;86552;82634;91156;90182;;0,36;3,78;5,57;5,65;11,8;;171,29;176,02;186,75;151,33;139,26;;36,29;39,86;38,84;31,61;30,65;;0,09;6,97;10,22;10,47;26,82
4107; Gode;61;29-11-1982;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;54824;52760;50899;53650;32726;;809;47;87;33;33;;100586;70411;85137;60654;36726;;8075;8564;8379;5858;6137;;64712;99708;81987;96936;54253;;175505;182997;180393;166142;99711;;25,1;4,56;16,89;18,36;-4,03;;213,4;141,54;176,19;142,69;136,58;;57,31;38,48;47,2;36,51;36,83;;34,47;8,86;28,76;39,45;
2286;Gode;60;05-10-2009;522920;Speditører;;1721;1433;793;0;3;;283;4;96;526;60;;2221;1933;1293;1060;14334;;3463;1677;;;;;7804;7781;6649;6595;111366;;13488;11391;7954;7655;125700;;3,18;8,37;13,72;12,23;13,65;;130,02;91,92;101,99;97,33;111,63;;16,47;16,97;16,26;13,85;11,4;;12,97;33,11;61,33;49,62;96,5
